ref_area.label,source.label,indicator.label,sex.label,classif1.label,classif2.label,time,obs_value
Netherlands,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,30.38
Netherlands,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,31.01
Netherlands,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,31.55
Netherlands,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,31.44
Netherlands,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,31.73
Netherlands,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,31.76
Netherlands,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,31.39
Norway,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,32.8
Norway,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,33.19
Norway,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,32.79
Norway,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,33.28
Norway,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,33.47
Norway,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,33.57
Norway,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,33.65
Norway,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,33.73
Norway,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,33.81
Nepal,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,41.04
Nauru,PC - Population Census,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,37.42
Pakistan,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,46.93
Pakistan,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,45.97
Pakistan,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,46.76
Pakistan,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,47.04
Panama,LFS - Labour Market Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2024,36.01
Panama,LFS - Labour Market Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,36.16
Panama,HS - Multipurpose Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,34.48
Panama,LFS - Labour Market Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,34.14
Panama,LFS - Labour Market Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,31.19
Panama,LFS - Labour Market Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,36.63
Panama,LFS - Labour Market Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,36.82
Panama,LFS - Labour Market Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,37.92
Panama,LFS - Labour Market Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,38.17
Panama,LFS - Labour Market Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,39.08
Peru,"LFS - Permanent Employment Survey, National","Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2024,38.45
Peru,"LFS - Permanent Employment Survey, National","Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,37.7
Peru,"LFS - Permanent Employment Survey, National","Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,38.87
Peru,HS - National Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,38.09
Peru,HS - National Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,36.46
Peru,HS - National Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,39
Peru,HS - National Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,39.08
Peru,HS - National Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,38.94
Peru,HS - National Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,38.76
Peru,HS - National Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,39.41
Philippines,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,40.63
Philippines,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,39.64
Philippines,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,39.38
Philippines,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,42.07
